Experiment Number (900 series refer to external references),sample or citation,ref,solute,solute SMILES,solvent,solvent SMILES,concentration (M),wiki page,gONS,notes,identifier,solute type,solubility - solute mass (g),solvent mass (g),solvent density (g/ml),solute density (g/ml) - from ChemSpider prediction,solvent volume (ml),solute volume (ml),total vol. (ml),solute MW,moles solute,calculated concentration (M)- assumes no expansion or contraction upon mixing,calc. conc. (M) from g/100ml,liquid at room temp (y/n),solute reacts with solvent,csid,TRUE,solubility g/l ,calculated conc in moles/liter,solubility mole fraction,solvent MW (g/mol)
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2-diethylbenzene",C(C)c1c(cccc1)CC,water,O,0.00052480746,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,y,,8335,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2-diiodoethylene",IC=CI,water,O,0.000602559586,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,4527007,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2-diiodoethylene",IC=CI,water,O,0.000602559586,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,4527007,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2-diiodoethylene",IC=CI,water,O,0.000602559586,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,4527007,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2-dimethylbenzene",Cc1c(cccc1)C,water,O,0.001584893192,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,y,,6967,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2-dimethylbenzene",c1(c(cccc1)C)C,water,O,0.001584893192,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,y,,6967,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2-Dimethylcyclohexane",C1(C(CCCC1)C)C,water,O,0.00005370318,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,y,,10936,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2-Dimethylcyclohexane",C1(C(CCCC1)C)C,water,O,0.000050118723,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,y,,10936,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2-dinitrobenzene",[N+](=O)([O-])c1c(cccc1)[N+](=O)[O-],water,O,0.000794328235,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,10257,FALSE,,,,
1287,Wang 99 - S3,http://dx.doi.org/10.1021/ci800406y,"1,2-dipentanoylhydrazine",C(=O)(NNC(=O)CCCC)CCCC,water,O,0.006982324041,REF,,,REF1287-Wang 99 - S3,non-Ugi related,,,,,,,,,,,,n,,23255362,FALSE,,,,
1287,Wang 99 - S3,http://dx.doi.org/10.1021/ci800406y,"1,2-O-(2,2,2-Trichloroethylidene)-beta-D-arabinofuranose",C21C(OC(O1)C(Cl)(Cl)Cl)OC(C2O)CO,water,O,0.00751622894,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,10247019,FALSE,,,,
1287,Wang 99 - S3,http://dx.doi.org/10.1021/ci800406y,"1,2-O-Isopropylidene-3-O-octanoyl-alpha-D-glucofuranose",C21C(C(OC1OC(O2)(C)C)C(CO)O)OC(=O)CCCCCCC,water,O,0.000680769359,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,8218806,FALSE,,,,
1287,Wang 99 - S3,http://dx.doi.org/10.1021/ci800406y,"1,2,2-triacetyloxyethyl acetate",C(C(OC(=O)C)OC(=O)C)(OC(=O)C)OC(=O)C,water,O,0.00799834255,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,9055151,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2,3-tribromobenzene",Brc1c(cccc1Br)Br,water,O,0.000009120108,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,11349,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2,3-tribromobenzene",c1(c(c(ccc1)Br)Br)Br,water,O,0.00000851138,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,11349,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2,3-Trichloro-4-(2-chlorobenzyl)-5-methylbenzene",Cc1cc(c(c(c1Cc2ccccc2Cl)Cl)Cl)Cl,water,O,0.000000057544,REF,,,REF1287-Wang 99 - S2,non-Ugi related,,,,,,,,,,,,n,,28295219,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2,3-trichloro-4-(2,3,4-trichlorophenyl)benzene",Clc2ccc(c1ccc(Cl)c(Cl)c1Cl)c(Cl)c2Cl,water,O,0.000000009772,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,34853,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2,3-trichloro-4-(2,3,4-trichlorophenyl)benzene",Clc2ccc(c1ccc(Cl)c(Cl)c1Cl)c(Cl)c2Cl,water,O,9.77E-10,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,34853,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2,3-trichloro-4-(2,4-dichlorophenyl)benzene",Clc1c(c(ccc1Cl)-c2c(cc(cc2)Cl)Cl)Cl,water,O,0.000000015849,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,43354,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2,3-trichloro-4-(2,4,5-trichlorophenoxy)benzene",Clc2ccc(Oc1cc(Cl)c(Cl)cc1Cl)c(Cl)c2Cl,water,O,0.000000004898,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,82811,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2,3-trichloro-4-(2,4,5-trichlorophenoxy)benzene",Clc2ccc(Oc1cc(Cl)c(Cl)cc1Cl)c(Cl)c2Cl,water,O,0.000000003631,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,82811,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2,3-trichloro-4-(2,4,5-trichlorophenyl)benzene",Clc1c(c(ccc1Cl)-c2c(cc(c(c2)Cl)Cl)Cl)Cl,water,O,0.000000004786,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,33984,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2,3-trichloro-4-(3,4-dichlorophenyl)benzene",Clc1c(c(ccc1Cl)-c2cc(c(cc2)Cl)Cl)Cl,water,O,0.000000089125,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,33282,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2,3-Trichloro-4-(4-chlorobenzyl)-5-methylbenzene",Cc1cc(c(c(c1Cc2ccc(cc2)Cl)Cl)Cl)Cl,water,O,0.000000036308,REF,,,REF1287-Wang 99 - S2,non-Ugi related,,,,,,,,,,,,n,,28295221,FALSE,,,,
997,Kia Sepassi and Samuel H. Yalkowsky. Solubility Prediction in Octanol: A Technical Note. AAPS PharmSciTech 2006; 7 (1) Article 26,http://www.aapspharmscitech.org/articles/pt0701/pt070126/pt070126.pdf,"1,2,3-trichlorobenzene",Clc1cccc(Cl)c1Cl,1-octanol,OCCCCCCCC,1.230,REF,,,REF997-Kia Sepassi and Samuel H. Yalkowsky. Solubility Prediction in Octanol: A Technical Note. AAPS PharmSciTech 2006; 7 (1) Article 26,non-Ugi related,,,,,,,,,,,,n,,13864445,FALSE,,,,
997,Kia Sepassi and Samuel H. Yalkowsky. Solubility Prediction in Octanol: A Technical Note. AAPS PharmSciTech 2006; 7 (1) Article 26,http://www.aapspharmscitech.org/articles/pt0701/pt070126/pt070126.pdf,"1,2,3-trichlorobenzene",Clc1cccc(Cl)c1Cl,1-octanol,OCCCCCCCC,1.514,REF,,,REF997-Kia Sepassi and Samuel H. Yalkowsky. Solubility Prediction in Octanol: A Technical Note. AAPS PharmSciTech 2006; 7 (1) Article 26,non-Ugi related,,,,,,,,,,,,n,,13864445,FALSE,,,,
1049,Rytting E; Lentz KA: Chen XQ; Qian F; Venkatesh N. Aqueous and cosolvent solubility data for drug-like organic compounds. The AAPS Journal. 7:1 (2005),http://www.springerlink.com/content/um5p375020237780/,"1,2,3-trichlorobenzene",Clc1cccc(Cl)c1Cl,PEG400,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO,0.41304750199016,REF,,25C,REF1049-Rytting,non-Ugi related,,,,,,,,,,,,n,,13864445,FALSE,,,,
1049,Rytting E; Lentz KA: Chen XQ; Qian F; Venkatesh N. Aqueous and cosolvent solubility data for drug-like organic compounds. The AAPS Journal. 7:1 (2005),http://www.springerlink.com/content/um5p375020237780/,"1,2,3-trichlorobenzene",Clc1cccc(Cl)c1Cl,PEG400/water(25:75)vol,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,0.000191425592502,REF,,25C,REF1049-Rytting,non-Ugi related,,,,,,,,,,,,n,,13864445,FALSE,,,,
1049,Rytting E; Lentz KA: Chen XQ; Qian F; Venkatesh N. Aqueous and cosolvent solubility data for drug-like organic compounds. The AAPS Journal. 7:1 (2005),http://www.springerlink.com/content/um5p375020237780/,"1,2,3-trichlorobenzene",Clc1cccc(Cl)c1Cl,PEG400/water(50:50)vol,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,0.00595662143529,REF,,25C,REF1049-Rytting,non-Ugi related,,,,,,,,,,,,n,,13864445,FALSE,,,,
1049,Rytting E; Lentz KA: Chen XQ; Qian F; Venkatesh N. Aqueous and cosolvent solubility data for drug-like organic compounds. The AAPS Journal. 7:1 (2005),http://www.springerlink.com/content/um5p375020237780/,"1,2,3-trichlorobenzene",Clc1cccc(Cl)c1Cl,PEG400/water(75:25)vol,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,0.068548822645266,REF,,25C,REF1049-Rytting,non-Ugi related,,,,,,,,,,,,n,,13864445,FALSE,,,,
1049,Rytting E; Lentz KA: Chen XQ; Qian F; Venkatesh N. Aqueous and cosolvent solubility data for drug-like organic compounds. The AAPS Journal. 7:1 (2005),http://www.springerlink.com/content/um5p375020237780/,"1,2,3-trichlorobenzene",Clc1cccc(Cl)c1Cl,water,O,0.000003372873087,REF,,25C,REF1049-Rytting,non-Ugi related,,,,,,,,,,,,n,,13864445,FALSE,,,,
1283,RAEVSKY OA; PERLOVICH GL and SCHAPER K-J. Physicochemical properties/descriptors governing the solubility and partitioning of chemicals in water-solvent-gas systems. Part 2. Solubility in 1-octanol. SAR and QSAR in Environmental Research Vol. 18 Nos. 5–6 July–September 2007 543–578,http://dx.doi.org/10.1080/10629360701430124,"1,2,3-trichlorobenzene",Clc1cccc(Cl)c1Cl,1-octanol,OCCCCCCCC,1.5135612484,REF,,,REF1283,non-Ugi related,,,,,,,,,,,,n,,13864445,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2,3-trichlorobenzene",Clc1c(cccc1Cl)Cl,water,O,0.0001,REF,,,REF1287-Wang 99 - S1,non-Ugi related,,,,,,,,,,,,n,,13864445,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2,3-trichlorobenzene",Clc1cccc(Cl)c1Cl,water,O,0.000079432823,REF,,,REF1287-Wang 99 - S2,non-Ugi related,,,,,,,,,,,,n,,13864445,FALSE,,,,
1308,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,"1,2,3-trichlorobenzene",C1=CC(=C(C(=C1)Cl)Cl)Cl,1-octanol,OCCCCCCCC,1.41253754462275,REF,,25C,REF1308-Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),non-Ugi related,,,,,,,,,,,,n,,13864445,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2,3-trichloropropane",ClC(CCl)CCl,water,O,0.012022644346,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,y,,7013,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2,3-trichloropropane",C(C(CCl)Cl)Cl,water,O,0.012022644346,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,y,,7013,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2,3-trimethylbenzene",Cc1c(cccc1C)C,water,O,0.000630957344,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,y,,10236,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2,3-trimethylbenzene",Cc1c(cccc1C)C,water,O,0.000630957344,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,y,,10236,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2,3,4-tetrachlorobenzene",Clc1c(c(ccc1Cl)Cl)Cl,water,O,0.000026915348,REF,,,REF1287-Wang 99 - S1,non-Ugi related,,,,,,,,,,,,n,,21106540,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2,3,4-tetrachlorobenzene",c1(c(c(c(cc1)Cl)Cl)Cl)Cl,water,O,0.000019952623,REF,,,REF1287-Wang 99 - S2,non-Ugi related,,,,,,,,,,,,n,,21106540,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2,3,4-tetrachlorodibenzo-p-dioxin",c31c(c(c(c(c1Cl)Cl)Cl)Cl)Oc2c(cccc2)O3,water,O,0.000000001698,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,32611,FALSE,,,,
1283,RAEVSKY OA; PERLOVICH GL and SCHAPER K-J. Physicochemical properties/descriptors governing the solubility and partitioning of chemicals in water-solvent-gas systems. Part 2. Solubility in 1-octanol. SAR and QSAR in Environmental Research Vol. 18 Nos. 5–6 July–September 2007 543–578,http://dx.doi.org/10.1080/10629360701430124,"1,2,3,4-tetrachloronaphthalene",Clc2c1ccccc1c(Cl)c(Cl)c2Cl,1-octanol,OCCCCCCCC,0.0141253754,REF,,,REF1283,non-Ugi related,,,,,,,,,,,,n,,27793,FALSE,,,,
1308,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,"1,2,3,4-tetrachloronaphthalene",Clc2c1ccccc1c(Cl)c(Cl)c2Cl,1-octanol,OCCCCCCCC,0.016595869074376,REF,,25C,REF1308-Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),non-Ugi related,,,,,,,,,,,,n,,27793,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2,3,4-Tetrahydronaphthalene",C2CCc1c(cccc1)C2,water,O,0.000042657952,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,y,,8097,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2,3,4,4a,5,6,7,8,8a-decahydronaphthalene",C21C(CCCC1)CCCC2,water,O,0.000006456542,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,6777,FALSE,,,,
1287,Wang 99 - S3,http://dx.doi.org/10.1021/ci800406y,"1,2,3,4,4a,5a,6,7,8,9,9a,9b-dodecahydrodibenzothiophene 5,5-dioxide",s1(c3c(c2c1cccc2)cccc3)(=O)=O,water,O,0.000026791683,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,13306,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2,3,4,5-pentachloro-5-(1,2,3,4,5-pentachloro-1-cyclopenta-2,4-dienyl)cyclopenta-1,3-diene",ClC1(C(=C(C(=C1Cl)Cl)Cl)Cl)C2(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,water,O,0.000000052481,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,15823,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2,3,4,5-pentachloro-6-(2,4-dichlorophenyl)benzene",Clc1c(c(c(c(c1Cl)Cl)-c2c(cc(cc2)Cl)Cl)Cl)Cl,water,O,0.000000012023,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,47915,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2,3,4,5-pentachloro-6-(2,5-dichlorophenyl)benzene",Clc1c(c(c(c(c1Cl)Cl)-c2c(ccc(c2)Cl)Cl)Cl)Cl,water,O,0.000000001148,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,37004,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2,3,4,5,5-hexachlorocyclopenta-1,3-diene",ClC1(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,water,O,0.000006606934,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,y,,6233,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2,3,4,5,6-hexamethylbenzene",Cc1c(c(c(c(c1C)C)C)C)C,water,O,0.000005888437,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,6642,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin",c31c(c(c(c(c1Cl)Cl)Cl)Cl)Oc2c(c(c(c(c2)Cl)Cl)Cl)O3,water,O,6E-12,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,34207,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2,3,4,6,7,8-Heptachlorodibenzofuran",o1c3c(c2c1c(c(c(c2)Cl)Cl)Cl)c(c(c(c3Cl)Cl)Cl)Cl,water,O,3E-12,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,35019,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2,3,4,7-pentachlorodibenzo-p-dioxin",c31c(c(c(c(c1Cl)Cl)Cl)Cl)Oc2c(cc(cc2)Cl)O3,water,O,3.31E-10,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,35063,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin",c31c(c(c(c(c1Cl)Cl)Cl)Cl)Oc2c(cc(c(c2)Cl)Cl)O3,water,O,1.12E-10,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,35060,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2,3,4,7,8-Hexachlorodibenzofuran",o1c3c(c2c1cc(c(c2)Cl)Cl)c(c(c(c3Cl)Cl)Cl)Cl,water,O,2.2E-11,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,46334,FALSE,,,,
997,Kia Sepassi and Samuel H. Yalkowsky. Solubility Prediction in Octanol: A Technical Note. AAPS PharmSciTech 2006; 7 (1) Article 26,http://www.aapspharmscitech.org/articles/pt0701/pt070126/pt070126.pdf,"1,2,3,5-tetrachlorobenzene",Clc1cc(Cl)c(Cl)c(Cl)c1,1-octanol,OCCCCCCCC,1.413,REF,,,REF997-Kia Sepassi and Samuel H. Yalkowsky. Solubility Prediction in Octanol: A Technical Note. AAPS PharmSciTech 2006; 7 (1) Article 26,non-Ugi related,,,,,,,,,,,,n,,21106571,FALSE,,,,
1283,RAEVSKY OA; PERLOVICH GL and SCHAPER K-J. Physicochemical properties/descriptors governing the solubility and partitioning of chemicals in water-solvent-gas systems. Part 2. Solubility in 1-octanol. SAR and QSAR in Environmental Research Vol. 18 Nos. 5–6 July–September 2007 543–578,http://dx.doi.org/10.1080/10629360701430124,"1,2,3,5-tetrachlorobenzene",Clc1cc(Cl)c(Cl)c(Cl)c1,1-octanol,OCCCCCCCC,1.4125375446,REF,,,REF1283,non-Ugi related,,,,,,,,,,,,n,,21106571,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2,3,5-tetrachlorobenzene",Clc1c(cc(cc1Cl)Cl)Cl,water,O,0.000023442288,REF,,,REF1287-Wang 99 - S1,non-Ugi related,,,,,,,,,,,,n,,21106571,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2,3,5-tetrachlorobenzene",c1(c(c(cc(c1)Cl)Cl)Cl)Cl,water,O,0.000020892961,REF,,,REF1287-Wang 99 - S2,non-Ugi related,,,,,,,,,,,,n,,21106571,FALSE,,,,
1308,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,"1,2,3,5-tetrachlorobenzene",C1=C(C=C(C(=C1Cl)Cl)Cl)Cl,1-octanol,OCCCCCCCC,1.41253754462275,REF,,25C,REF1308-Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),non-Ugi related,,,,,,,,,,,,n,,21106571,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2,3,5-tetrafluorobenzene",Fc1c(cc(cc1F)F)F,water,O,0.004897788194,REF,,,REF1287-Wang 99 - S1,non-Ugi related,,,,,,,,,,,,y,,21159625,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2,3,6,7,8-Hexachlorodibenzofuran",o1c3c(c2c1c(c(c(c2)Cl)Cl)Cl)c(c(c(c3)Cl)Cl)Cl,water,O,4.7E-11,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,38429,FALSE,,,,
1287,Wang 99 - S1,http://dx.doi.org/10.1021/ci800406y,"1,2,3,6,7,8-Hexahydropyrene",C2Cc4c1c3c(ccc1C2)CCCc3cc4,water,O,0.000001096478,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,67009,FALSE,,,,
1287,Wang 99 - S2,http://dx.doi.org/10.1021/ci800406y,"1,2,3,7-tetrachlorodibenzo-p-dioxin",c31c(c(c(c(c1)Cl)Cl)Cl)Oc2c(cc(cc2)Cl)O3,water,O,0.000000001288,REF,,,REF1287,non-Ugi related,,,,,,,,,,,,n,,44468,FALSE,,,,
971,"Wang S; Li Q-S; Su M-G. Solubility of 1H-1;2;4-Triazole in Ethanol; 1-Propanol; 2-Propanol; 1;2-Propanediol; Ethyl Formate; Methyl Acetate; Ethyl Acetate; and Butyl Acetate at (283 to 363) K. J. Chem. Eng. Data 2007, 52, 856-858",http://dx.doi.org/10.1021/je060452c,"1,2,4-triazole",n1cnnc1,1-propanol,CCCO,2.326,REF,,25C,"REF971-Wang S; Li Q-S; Su M-G. Solubility of 1H-1;2;4-Triazole in Ethanol; 1-Propanol; 2-Propanol; 1;2-Propanediol; Ethyl Formate; Methyl Acetate; Ethyl Acetate; and Butyl Acetate at (283 to 363) K. J. Chem. Eng. Data 2007, 52, 856-858",non-Ugi related,13.8960213074253,60.095,0.795,1.274,75.5911949685534,10.9073950607734,86.4985900293268,69.0653,0.201201201,2.326,,n,,8900,TRUE,,,,
971,"Wang S; Li Q-S; Su M-G. Solubility of 1H-1;2;4-Triazole in Ethanol; 1-Propanol; 2-Propanol; 1;2-Propanediol; Ethyl Formate; Methyl Acetate; Ethyl Acetate; and Butyl Acetate at (283 to 363) K. J. Chem. Eng. Data 2007, 52, 856-858",http://dx.doi.org/10.1021/je060452c,"1,2,4-triazole",n1cnnc1,2-propanol,CC(O)C,2.434,REF,,25C,"REF971-Wang S; Li Q-S; Su M-G. Solubility of 1H-1;2;4-Triazole in Ethanol; 1-Propanol; 2-Propanol; 1;2-Propanediol; Ethyl Formate; Methyl Acetate; Ethyl Acetate; and Butyl Acetate at (283 to 363) K. J. Chem. Eng. Data 2007, 52, 856-858",non-Ugi related,14.7111434457588,60.095,0.791,1.274,75.9734513274336,11.5472083561686,87.5206596836022,69.0653,0.213003396,2.434,,n,,8900,TRUE,,,,
971,"Wang S; Li Q-S; Su M-G. Solubility of 1H-1;2;4-Triazole in Ethanol; 1-Propanol; 2-Propanol; 1;2-Propanediol; Ethyl Formate; Methyl Acetate; Ethyl Acetate; and Butyl Acetate at (283 to 363) K. J. Chem. Eng. Data 2007, 52, 856-858",http://dx.doi.org/10.1021/je060452c,"1,2,4-triazole",n1cnnc1,butyl acetate,O=C(OCCCC)C,0.186,REF,,25C,"REF971-Wang S; Li Q-S; Su M-G. Solubility of 1H-1;2;4-Triazole in Ethanol; 1-Propanol; 2-Propanol; 1;2-Propanediol; Ethyl Formate; Methyl Acetate; Ethyl Acetate; and Butyl Acetate at (283 to 363) K. J. Chem. Eng. Data 2007, 52, 856-858",non-Ugi related,1.69832704680267,116.1583,0.886,1.274,131.104176072235,1.33306675573208,132.437242827967,69.0653,0.0245901639,0.186,,n,,8900,TRUE,,,,
971,"Wang S; Li Q-S; Su M-G. Solubility of 1H-1;2;4-Triazole in Ethanol; 1-Propanol; 2-Propanol; 1;2-Propanediol; Ethyl Formate; Methyl Acetate; Ethyl Acetate; and Butyl Acetate at (283 to 363) K. J. Chem. Eng. Data 2007, 52, 856-858",http://dx.doi.org/10.1021/je060452c,"1,2,4-triazole",n1cnnc1,ethanol,CCO,3.187,REF,,25C,"REF971-Wang S; Li Q-S; Su M-G. Solubility of 1H-1;2;4-Triazole in Ethanol; 1-Propanol; 2-Propanol; 1;2-Propanediol; Ethyl Formate; Methyl Acetate; Ethyl Acetate; and Butyl Acetate at (283 to 363) K. J. Chem. Eng. Data 2007, 52, 856-858",non-Ugi related,15.532078741328,46.0684,0.7893,1.274,58.3661472190548,12.1915845693312,70.5577317883861,69.0653,0.22488976,3.187,,n,,8900,TRUE,,,,
971,"Wang S; Li Q-S; Su M-G. Solubility of 1H-1;2;4-Triazole in Ethanol; 1-Propanol; 2-Propanol; 1;2-Propanediol; Ethyl Formate; Methyl Acetate; Ethyl Acetate; and Butyl Acetate at (283 to 363) K. J. Chem. Eng. Data 2007, 52, 856-858",http://dx.doi.org/10.1021/je060452c,"1,2,4-triazole",n1cnnc1,ethyl acetate,O=C(OCC)C,0.426,REF,,25C,"REF971-Wang S; Li Q-S; Su M-G. Solubility of 1H-1;2;4-Triazole in Ethanol; 1-Propanol; 2-Propanol; 1;2-Propanediol; Ethyl Formate; Methyl Acetate; Ethyl Acetate; and Butyl Acetate at (283 to 363) K. J. Chem. Eng. Data 2007, 52, 856-858",non-Ugi related,2.95273962665428,88.1051,0.898,1.274,98.112583518931,2.31769201464229,100.430275533573,69.0653,0.0427528676,0.426,,n,,8900,TRUE,,,,
